82.6999969	86.1999969	1	0.0	3.0
83.0	83.0	1	0.0	2.0
93.9000015	85.8000031	1	3.0	5.0
266.899994	86.0999985	1	0.0	1.0
50.0	87.0	1	0.0	7.0
91.5999985	65.5999985	1	0.0	1.0
166.0	87.0	1	0.0	2.0
82.0	80.8000031	1	0.0	1.0
192.0	85.0	1	0.0	2.0
317.700012	81.5999985	1	0.0	1.0
192.300003	72.5999985	1	0.0	1.0
70.3000031	70.9000015	1	0.0	1.0
63.7999992	87.8000031	1	0.0	2.0
147.699997	51.0	1	7.0	8.0
93.0999985	71.4000015	1	0.0	1.0
72.8000031	74.6999969	1	0.0	1.0
123.699997	77.8000031	1	0.0	3.0
200.0	80.0	1	0.0	2.0
237.800003	73.4000015	1	0.0	1.0
54.4000015	76.5999985	1	0.0	1.0
36.0	87.1999969	1	0.0	1.0
31.3999996	71.1999969	1	0.0	1.0
228.0	80.0	1	0.0	1.0
133.0	63.0	1	0.0	1.0
96.5	70.5	1	0.0	1.0
98.9000015	83.0999985	1	2.0	5.0
351.0	67.0	1	0.0	1.0
128.0	78.0	1	0.0	1.0
23.8999996	37.2000008	1	1.0	2.0
142.800003	83.0	1	0.0	4.0
4.5	80.5	1	8.0	9.0
354.200012	75.5999985	1	4.0	7.0
170.0	84.0	1	0.0	2.0
134.199997	85.1999969	1	0.0	5.0
158.0	81.0	1	0.0	2.0
324.700012	86.8000031	1	0.0	2.0
88.6999969	73.0	1	0.0	1.0
311.0	47.0	1	0.0	2.0
300.0	86.0	1	0.0	3.0
83.5	71.8000031	1	0.0	1.0
82.5	79.6999969	1	0.0	1.0
